State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability,Vibe,Activities,Gentrification_Flag
District of Columbia,Washington,Fairlawn,50247.0,24818.0,25429.0,2573.0,1451.0,918.0,631.0,3141.0,17933.0,10047.0,5334.0,2550.0,1776.0,2464.0,1125.0,304.0,34.0,30792.0,8494.0,58.0,3231.0,1109.0,415.0,75.0,38016.0,6093.0,915.0,10633.0,6821.0,9314.0,48951.0,29.3,28525.0,31390.0,19.0,2655.0,2567.0,809.0,1142.0,1814.0,1856.0,2043.0,1819.0,16666.0,2829.0,524.0,14690.0,19820.0,132374.0,2358.0,41744.0,8359.0,3983.0,4376.0,3672.0,"Quiet, residential, with tree-lined streets and family-friendly amenities.",Enjoy the nearby Anacostia Park for outdoor activities such as walking and biking. Check out the local community center for events and activities. Explore nearby neighborhoods for additional dining and cultural experiences.,0.0
District of Columbia,Washington,Foggy Bottom,11833.0,5499.0,6334.0,127.0,0.0,0.0,811.0,2688.0,3445.0,1371.0,613.0,483.0,370.0,994.0,595.0,336.0,31.1,8811.0,733.0,38.0,1204.0,439.0,463.0,15.0,7372.0,862.0,53.0,1110.0,2265.0,2412.0,11278.0,21.8,7124.0,8742.0,9.0,935.0,930.0,566.0,971.0,1285.0,1995.0,984.0,167.0,900.0,258.0,68.0,2403.0,4982.0,94820.0,2360.0,8609.0,2979.0,1149.0,1830.0,1134.0,"Historic and vibrant, home to George Washington University and close to many government buildings.","Visit the historic Kennedy Center and take in a performance. Explore the nearby Watergate Complex, known for its historical significance. Walk through the nearby parks or take a scenic stroll along the Potomac River.",1.0
District of Columbia,Washington,Forest Hills,29545.0,13189.0,16356.0,1267.0,1063.0,850.0,504.0,1768.0,7559.0,4654.0,3264.0,1489.0,1471.0,2779.0,1886.0,991.0,38.7,21311.0,3032.0,132.0,1977.0,847.0,210.0,22.0,19321.0,4427.0,356.0,5574.0,1217.0,5705.0,28926.0,27.5,16913.0,18085.0,0.0,729.0,447.0,741.0,1306.0,1140.0,2511.0,3022.0,1949.0,6240.0,437.0,393.0,7909.0,13653.0,123134.0,2276.0,24194.0,5253.0,2727.0,2526.0,2532.0,"Residential, suburban, peaceful with a focus on green spaces.","Visit the beautiful Rock Creek Park for hiking, biking, and nature walks. Explore the nearby National Zoo, which is free to the public. Enjoy local cafes and restaurants with a laid-back atmosphere.",0.0
District of Columbia,Washington,Fort Davis,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"Residential and family-friendly, with a mix of homes and parks.","Spend time in Fort Dupont Park for picnics, hiking, and outdoor activities. Head to nearby neighborhoods for shopping, dining, and entertainment options. Check out community events and programs in the area.",0.0
District of Columbia,Washington,Fort Dupont,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"Suburban, residential, with a focus on green spaces and parks.","Visit Fort Dupont Park for recreational activities such as hiking, biking, and picnics. Explore nearby neighborhoods like Capitol Hill and Anacostia for cultural activities and dining. Take a stroll through local parks and enjoy the peaceful atmosphere.",0.0
District of Columbia,Washington,Fort Lincoln,20475.0,9845.0,10630.0,1624.0,1335.0,982.0,559.0,1028.0,2898.0,3732.0,2411.0,1267.0,1150.0,2082.0,1023.0,384.0,39.9,3738.0,14194.0,63.0,341.0,180.0,76.0,81.0,11260.0,4886.0,345.0,1894.0,160.0,2311.0,19449.0,31.7,9012.0,9715.0,35.0,1406.0,362.0,176.0,670.0,1176.0,448.0,893.0,1490.0,3059.0,3115.0,702.0,3328.0,3212.0,87552.0,1581.0,18341.0,1906.0,1298.0,608.0,3396.0,"Residential, suburban, with easy access to green spaces and outdoor activities.","Visit the nearby Fort Lincoln Park for outdoor recreation. Explore nearby neighborhoods for dining, shopping, and cultural experiences. Enjoy walking or biking along the nearby trails and parks.",0.0
District of Columbia,Washington,Fort Totten,67127.0,32931.0,34196.0,4971.0,5181.0,3991.0,2531.0,3005.0,11166.0,12596.0,7929.0,3679.0,3351.0,4930.0,2323.0,1474.0,37.3,15149.0,36018.0,140.0,1181.0,526.0,184.0,13.0,37563.0,12720.0,2634.0,8109.0,700.0,8276.0,64165.0,34.0,27121.0,29790.0,134.0,2724.0,1111.0,484.0,871.0,988.0,1576.0,4967.0,3876.0,13059.0,8808.0,1452.0,11505.0,13754.0,97327.0,1844.0,52230.0,14730.0,6158.0,8572.0,7796.0,"Residential, with a mix of new development and historical homes.",Explore the nearby Fort Totten Park for outdoor activities and scenic views. Visit the Fort Totten metro station and take advantage of the easy access to other parts of the city. Check out the nearby community events and cultural activities in the area.,0.0
District of Columbia,Washington,Foxhall,23797.0,11425.0,12372.0,1193.0,1047.0,676.0,1269.0,1767.0,4605.0,3134.0,2899.0,1471.0,1575.0,2402.0,1402.0,357.0,38.4,18380.0,1253.0,5.0,1383.0,425.0,396.0,36.0,14818.0,4439.0,633.0,1749.0,2277.0,4254.0,23611.0,24.9,11826.0,13264.0,15.0,413.0,190.0,366.0,1391.0,832.0,1175.0,1887.0,1512.0,5483.0,497.0,225.0,5388.0,10361.0,145048.0,2318.0,18258.0,5518.0,2515.0,3003.0,1273.0,"Quiet, residential, upscale with large homes and green spaces.","Explore the nearby Glover Archbold Park for outdoor walks and nature activities. Visit the nearby National Cathedral and take a peaceful stroll through its gardens. Enjoy a quiet, leisurely day at local cafes and shops.",0.0
District of Columbia,Washington,Friendship Heights,15394.0,7402.0,7992.0,1275.0,1086.0,1070.0,620.0,279.0,780.0,2411.0,2259.0,751.0,909.0,2148.0,1273.0,533.0,45.4,10803.0,1438.0,14.0,865.0,154.0,276.0,28.0,8036.0,3183.0,291.0,1298.0,222.0,2703.0,14949.0,29.7,6027.0,6483.0,0.0,409.0,173.0,84.0,67.0,261.0,395.0,905.0,992.0,3197.0,376.0,137.0,2754.0,6747.0,235511.0,2980.0,12532.0,2554.0,1648.0,906.0,988.0,"Upscale, with a mix of commercial spaces, shops, and residential buildings.",Visit the Chevy Chase Pavilion for high-end shopping and dining. Head to the nearby Friendship Heights Metro station for easy access to the city. Explore the local dining scene with plenty of chic restaurants and cafes.,0.0
District of Columbia,Washington,Garfield Heights,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,Residential with a mix of quiet streets and community-focused spaces.,"Spend time at local parks for outdoor relaxation and picnics. Head to nearby neighborhoods for dining, shopping, and entertainment options. Explore the local community center for events and programs.",0.0
District of Columbia,Washington,Gateway,20475.0,9845.0,10630.0,1624.0,1335.0,982.0,559.0,1028.0,2898.0,3732.0,2411.0,1267.0,1150.0,2082.0,1023.0,384.0,39.9,3738.0,14194.0,63.0,341.0,180.0,76.0,81.0,11260.0,4886.0,345.0,1894.0,160.0,2311.0,19449.0,31.7,9012.0,9715.0,35.0,1406.0,362.0,176.0,670.0,1176.0,448.0,893.0,1490.0,3059.0,3115.0,702.0,3328.0,3212.0,87552.0,1581.0,18341.0,1906.0,1298.0,608.0,3396.0,"Urban, with a mix of residential and commercial spaces.",Visit the nearby Gateway Shopping Center for retail and dining options. Head to nearby parks and green spaces for outdoor activities. Explore local community events and cultural initiatives in the area.,0.0
District of Columbia,Washington,Georgetown,23797.0,11425.0,12372.0,1193.0,1047.0,676.0,1269.0,1767.0,4605.0,3134.0,2899.0,1471.0,1575.0,2402.0,1402.0,357.0,38.4,18380.0,1253.0,5.0,1383.0,425.0,396.0,36.0,14818.0,4439.0,633.0,1749.0,2277.0,4254.0,23611.0,24.9,11826.0,13264.0,15.0,413.0,190.0,366.0,1391.0,832.0,1175.0,1887.0,1512.0,5483.0,497.0,225.0,5388.0,10361.0,145048.0,2318.0,18258.0,5518.0,2515.0,3003.0,1273.0,"Historic, upscale, and trendy with cobblestone streets, shops, and waterfront views.",Walk along the C&O Canal and visit the picturesque waterfront. Shop at the unique boutiques and dine at high-end restaurants. Visit the Georgetown University campus or explore the historic neighborhoods.,1.0
District of Columbia,Washington,Glover Park,23797.0,11425.0,12372.0,1193.0,1047.0,676.0,1269.0,1767.0,4605.0,3134.0,2899.0,1471.0,1575.0,2402.0,1402.0,357.0,38.4,18380.0,1253.0,5.0,1383.0,425.0,396.0,36.0,14818.0,4439.0,633.0,1749.0,2277.0,4254.0,23611.0,24.9,11826.0,13264.0,15.0,413.0,190.0,366.0,1391.0,832.0,1175.0,1887.0,1512.0,5483.0,497.0,225.0,5388.0,10361.0,145048.0,2318.0,18258.0,5518.0,2515.0,3003.0,1273.0,"Residential, peaceful, with proximity to both downtown and nature.","Spend time at Glover Archbold Park for outdoor walks and trails. Head to nearby Wisconsin Avenue for local cafes, shops, and restaurants. Explore the nearby National Zoo and Rock Creek Park for more nature activities.",0.0
District of Columbia,Washington,Good Hope,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,"Residential and family-friendly, with a suburban feel.","Visit nearby neighborhoods for shopping, dining, and cultural experiences. Spend time at local parks or recreational areas for outdoor activities. Explore the nearby Hillcrest and Anacostia areas for additional events and activities.",0.0
District of Columbia,Washington,Greenway,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"Quiet, residential with tree-lined streets and a suburban atmosphere.",Explore nearby green spaces such as the nearby Fort Dupont Park. Head to the nearby shopping centers for retail therapy and dining. Take part in community events in the area or nearby Capitol Hill.,0.0
District of Columbia,Washington,Hawthorne,15394.0,7402.0,7992.0,1275.0,1086.0,1070.0,620.0,279.0,780.0,2411.0,2259.0,751.0,909.0,2148.0,1273.0,533.0,45.4,10803.0,1438.0,14.0,865.0,154.0,276.0,28.0,8036.0,3183.0,291.0,1298.0,222.0,2703.0,14949.0,29.7,6027.0,6483.0,0.0,409.0,173.0,84.0,67.0,261.0,395.0,905.0,992.0,3197.0,376.0,137.0,2754.0,6747.0,235511.0,2980.0,12532.0,2554.0,1648.0,906.0,988.0,"Residential, with a mix of older homes and newer developments.","Check out local community centers for activities and programs. Enjoy walking or biking in nearby parks, such as the Kenilworth Park & Aquatic Gardens. Explore nearby dining options or head to neighborhoods like Brookland for additional offerings.",0.0
District of Columbia,Washington,Hillbrook,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"Residential, with a suburban, quiet, family-oriented atmosphere.",Visit nearby parks such as Rock Creek Park for outdoor activities. Enjoy local cafes and restaurants in surrounding areas. Take a walk through the quiet streets and appreciate the neighborhood’s green spaces.,0.0
District of Columbia,Washington,Hillcrest,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,"Residential and suburban, family-oriented with tree-lined streets.","Head to nearby parks for outdoor activities, such as Hillcrest Park. Explore local dining spots or check out nearby Capitol Hill for more options. Participate in community events or enjoy a peaceful day in the neighborhood.",0.0
District of Columbia,Washington,Howard University,44056.0,22300.0,21756.0,1424.0,1010.0,853.0,1563.0,4067.0,16008.0,7375.0,4822.0,2037.0,1360.0,2380.0,934.0,223.0,33.1,21814.0,13355.0,116.0,3795.0,823.0,1832.0,14.0,32375.0,6357.0,1213.0,6090.0,5942.0,8740.0,42139.0,27.3,23611.0,26270.0,315.0,6855.0,4778.0,850.0,1115.0,1285.0,908.0,680.0,751.0,8733.0,3173.0,750.0,11557.0,15188.0,133211.0,2657.0,37357.0,6303.0,2959.0,3344.0,3590.0,"Historic, academic, lively, with a strong university presence.","Attend events at Howard University or explore the beautiful campus. Visit the nearby Shaw or U Street Corridor for a vibrant nightlife scene. Explore the local cultural and historic landmarks, including museums and theaters.",1.0
District of Columbia,Washington,Ivy City,70043.0,33369.0,36674.0,4154.0,3655.0,2799.0,2480.0,5130.0,19820.0,12927.0,8293.0,2549.0,3012.0,3290.0,1437.0,497.0,33.5,30789.0,29802.0,314.0,2044.0,291.0,509.0,30.0,46663.0,11137.0,1908.0,11344.0,3909.0,11907.0,67234.0,30.8,33351.0,37323.0,480.0,8094.0,1885.0,554.0,994.0,1255.0,1174.0,2589.0,3687.0,16611.0,6985.0,1648.0,15837.0,19070.0,107130.0,2230.0,62575.0,7026.0,3559.0,3467.0,6408.0,"Up-and-coming, with a mix of warehouses and residential buildings.",Explore the emerging dining scene with trendy restaurants and bars. Head to the nearby Union Market for shopping and food options. Visit the local breweries and distilleries that have become a draw in the area.,0.0
District of Columbia,Washington,Judiciary Square,44056.0,22300.0,21756.0,1424.0,1010.0,853.0,1563.0,4067.0,16008.0,7375.0,4822.0,2037.0,1360.0,2380.0,934.0,223.0,33.1,21814.0,13355.0,116.0,3795.0,823.0,1832.0,14.0,32375.0,6357.0,1213.0,6090.0,5942.0,8740.0,42139.0,27.3,23611.0,26270.0,315.0,6855.0,4778.0,850.0,1115.0,1285.0,908.0,680.0,751.0,8733.0,3173.0,750.0,11557.0,15188.0,133211.0,2657.0,37357.0,6303.0,2959.0,3344.0,3590.0,"Governmental, historic, and urban with proximity to key landmarks.",Explore the National Law Enforcement Museum or the nearby Smithsonian museums. Visit the nearby U.S. Capitol or Supreme Court for a dose of history. Take a stroll around the city’s most iconic monuments and public spaces.,0.0
District of Columbia,Washington,Kalorama,29545.0,13189.0,16356.0,1267.0,1063.0,850.0,504.0,1768.0,7559.0,4654.0,3264.0,1489.0,1471.0,2779.0,1886.0,991.0,38.7,21311.0,3032.0,132.0,1977.0,847.0,210.0,22.0,19321.0,4427.0,356.0,5574.0,1217.0,5705.0,28926.0,27.5,16913.0,18085.0,0.0,729.0,447.0,741.0,1306.0,1140.0,2511.0,3022.0,1949.0,6240.0,437.0,393.0,7909.0,13653.0,123134.0,2276.0,24194.0,5253.0,2727.0,2526.0,2532.0,"Upscale, residential with historic homes and embassies.",Visit the beautiful Kalorama Park for outdoor relaxation. Check out the nearby Smithsonian museums and monuments. Walk through the picturesque streets lined with historic buildings and embassies.,1.0
District of Columbia,Washington,Kenilworth,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"Quiet, residential with a suburban feel and family-oriented.",Explore the Kenilworth Aquatic Gardens for a peaceful day with nature. Head to nearby parks such as Kenilworth Park for outdoor activities. Visit the nearby shopping centers or dining spots in surrounding neighborhoods.,0.0
District of Columbia,Washington,Kent,32570.0,15167.0,17403.0,1510.0,2094.0,1952.0,3054.0,2352.0,2925.0,3620.0,4379.0,1834.0,1680.0,3524.0,2729.0,917.0,42.2,24856.0,2482.0,15.0,1944.0,728.0,324.0,0.0,16735.0,6002.0,745.0,2581.0,936.0,4895.0,31969.0,27.0,14235.0,15643.0,48.0,554.0,870.0,321.0,987.0,971.0,2106.0,2135.0,2566.0,5085.0,944.0,361.0,5351.0,13746.0,169489.0,2613.0,26695.0,5698.0,3236.0,2462.0,2442.0,"Quiet, residential, with tree-lined streets and upscale homes.",Explore the nearby shopping and dining in Georgetown and Friendship Heights. Take a walk through the neighborhood’s peaceful streets and green spaces. Head to nearby parks or take a short trip to Rock Creek Park for more outdoor activities.,0.0
District of Columbia,Washington,Kingman Park,52314.0,25624.5,26689.5,3043.5,2269.5,1788.0,1863.0,3407.5,15665.5,10094.0,5687.5,2068.0,2052.5,2772.0,1221.0,382.0,33.95,26899.5,18736.5,192.5,1740.0,278.0,429.0,15.0,35154.5,8308.0,1300.0,8550.5,3417.5,9048.5,49455.0,29.0,25321.0,28352.5,646.0,6714.0,2320.5,402.0,716.0,835.5,913.5,1554.0,2186.5,12064.5,4691.0,1170.5,12685.0,16068.5,131092.0,2439.0,46218.5,4640.0,2477.0,2163.0,4313.0,"A residential neighborhood with a strong community feel, close to the Anacostia River and parks.","Explore Kingman and Heritage Islands Park for birdwatching, kayaking, or nature walks. Walk or bike along the Anacostia Riverwalk Trail. Visit nearby RFK Stadium grounds for events or recreational activities.",0.0
District of Columbia,Washington,Knox Hill,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,"A small, quiet neighborhood offering a suburban feel within the city.",Enjoy nearby Oxon Run Park for hiking trails and green space. Take a short trip to local historic sites in the Anacostia area. Relax in the peaceful residential atmosphere.,0.0
District of Columbia,Washington,Langdon,20475.0,9845.0,10630.0,1624.0,1335.0,982.0,559.0,1028.0,2898.0,3732.0,2411.0,1267.0,1150.0,2082.0,1023.0,384.0,39.9,3738.0,14194.0,63.0,341.0,180.0,76.0,81.0,11260.0,4886.0,345.0,1894.0,160.0,2311.0,19449.0,31.7,9012.0,9715.0,35.0,1406.0,362.0,176.0,670.0,1176.0,448.0,893.0,1490.0,3059.0,3115.0,702.0,3328.0,3212.0,87552.0,1581.0,18341.0,1906.0,1298.0,608.0,3396.0,A leafy neighborhood known for its parks and family-friendly environment.,"Visit Langdon Park for sports fields, playgrounds, and community events. Enjoy the Chuck Brown Memorial Park, dedicated to the ""Godfather of Go-Go."" Explore nearby Brookland’s shops, cafes, and breweries.",0.0
District of Columbia,Washington,Lanier Heights,50247.0,24818.0,25429.0,2573.0,1451.0,918.0,631.0,3141.0,17933.0,10047.0,5334.0,2550.0,1776.0,2464.0,1125.0,304.0,34.0,30792.0,8494.0,58.0,3231.0,1109.0,415.0,75.0,38016.0,6093.0,915.0,10633.0,6821.0,9314.0,48951.0,29.3,28525.0,31390.0,19.0,2655.0,2567.0,809.0,1142.0,1814.0,1856.0,2043.0,1819.0,16666.0,2829.0,524.0,14690.0,19820.0,132374.0,2358.0,41744.0,8359.0,3983.0,4376.0,3672.0,"A lively and diverse neighborhood, part of the greater Adams Morgan area.","Walk to Adams Morgan for nightlife, dining, and unique shops. Stroll through the charming row houses and tree-lined streets. Visit the nearby National Zoo for a family-friendly outing.",0.0
District of Columbia,Washington,LeDroit Park,44056.0,22300.0,21756.0,1424.0,1010.0,853.0,1563.0,4067.0,16008.0,7375.0,4822.0,2037.0,1360.0,2380.0,934.0,223.0,33.1,21814.0,13355.0,116.0,3795.0,823.0,1832.0,14.0,32375.0,6357.0,1213.0,6090.0,5942.0,8740.0,42139.0,27.3,23611.0,26270.0,315.0,6855.0,4778.0,850.0,1115.0,1285.0,908.0,680.0,751.0,8733.0,3173.0,750.0,11557.0,15188.0,133211.0,2657.0,37357.0,6303.0,2959.0,3344.0,3590.0,A historic and architecturally rich neighborhood with a vibrant community.,"Wander through Anna J. Cooper Circle and admire the historic homes. Visit The Park at LeDroit, featuring a playground and community garden. Enjoy nearby restaurants and cafes in Shaw and Bloomingdale.",1.0
District of Columbia,Washington,Lincoln Heights,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,A residential area with a rich cultural history and a focus on community development.,"Visit Marvin Gaye Park, which runs through the neighborhood, for trails and outdoor fun. Explore nearby neighborhoods for dining and shopping. Attend local community events and festivals.",0.0
District of Columbia,Washington,Lincoln Park,52314.0,25624.5,26689.5,3043.5,2269.5,1788.0,1863.0,3407.5,15665.5,10094.0,5687.5,2068.0,2052.5,2772.0,1221.0,382.0,33.95,26899.5,18736.5,192.5,1740.0,278.0,429.0,15.0,35154.5,8308.0,1300.0,8550.5,3417.5,9048.5,49455.0,29.0,25321.0,28352.5,646.0,6714.0,2320.5,402.0,716.0,835.5,913.5,1554.0,2186.5,12064.5,4691.0,1170.5,12685.0,16068.5,131092.0,2439.0,46218.5,4640.0,2477.0,2163.0,4313.0,A charming Capitol Hill neighborhood centered around a historic park.,"Relax at Lincoln Park, featuring monuments and open spaces for picnics or leisure. Walk to Eastern Market for shopping and dining. Enjoy the historic charm of the surrounding row houses.",0.0
District of Columbia,Washington,Logan Circle,31630.5,15779.0,15851.5,1504.0,853.5,528.5,320.0,2108.5,11273.5,6393.0,3300.0,1510.5,1238.0,1618.5,780.0,202.5,34.5,19345.0,5296.0,176.0,2168.5,655.0,452.0,42.0,24062.5,3617.0,491.0,6274.0,4968.0,5983.0,30716.0,27.4,18516.5,20437.5,16.0,1535.0,2188.0,581.5,1068.5,1262.0,1621.5,1355.0,1136.5,9673.5,1824.0,305.0,9079.5,12594.0,120760.5,2278.5,25747.5,5746.5,2723.0,3023.5,2412.5,A trendy and upscale neighborhood known for its Victorian homes and vibrant urban life.,"Stroll through Logan Circle Park for a serene escape in the city. Explore 14th Street for restaurants, boutiques, and nightlife. Admire the historic architecture of the homes surrounding the circle.",1.0
District of Columbia,Washington,Manor Park,67127.0,32931.0,34196.0,4971.0,5181.0,3991.0,2531.0,3005.0,11166.0,12596.0,7929.0,3679.0,3351.0,4930.0,2323.0,1474.0,37.3,15149.0,36018.0,140.0,1181.0,526.0,184.0,13.0,37563.0,12720.0,2634.0,8109.0,700.0,8276.0,64165.0,34.0,27121.0,29790.0,134.0,2724.0,1111.0,484.0,871.0,988.0,1576.0,4967.0,3876.0,13059.0,8808.0,1452.0,11505.0,13754.0,97327.0,1844.0,52230.0,14730.0,6158.0,8572.0,7796.0,"A quiet, family-friendly residential neighborhood with easy access to parks and schools.",Visit Fort Slocum Park for green space and walking trails. Enjoy community events or explore nearby Takoma. Relax in the suburban-like setting of the area.,0.0
District of Columbia,Washington,Marshall Heights,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,A suburban-style neighborhood in Southeast DC with strong community ties.,Explore Benning Park for sports and outdoor activities. Visit nearby cultural attractions in Anacostia or Capitol Hill. Relax in the quiet residential environment.,0.0
District of Columbia,Washington,Massachusetts Heights,32570.0,15167.0,17403.0,1510.0,2094.0,1952.0,3054.0,2352.0,2925.0,3620.0,4379.0,1834.0,1680.0,3524.0,2729.0,917.0,42.2,24856.0,2482.0,15.0,1944.0,728.0,324.0,0.0,16735.0,6002.0,745.0,2581.0,936.0,4895.0,31969.0,27.0,14235.0,15643.0,48.0,554.0,870.0,321.0,987.0,971.0,2106.0,2135.0,2566.0,5085.0,944.0,361.0,5351.0,13746.0,169489.0,2613.0,26695.0,5698.0,3236.0,2462.0,2442.0,A prestigious and serene neighborhood near the National Cathedral.,Visit the Washington National Cathedral and its gardens. Stroll through the scenic streets or nearby Dumbarton Oaks. Enjoy the upscale dining and shopping options in nearby Glover Park.,0.0
